text,label
ยุบสภาเมื่อไหร่ประชาชนจะแห่เลือกลุงตู่ถล่มทลายมืดฟ้ามัวดินอย่างไม่เคยปรากฏมาก่อนยิ่งได้แรมโบ้กลับมาผนึกกำลังกับท่านธนากรบวกกับตัวแม่เหล็กอย่างท่านประยุทธ์รับรองแลนด์สไลด์ทั่วแผ่นดินแน่นอนตั้งรัฐบาลพรรคเดียวได้เลยไม่ต้องง้อพรรคร่วมให้วุ่นวาย,0
มึงเอาให้เต็มที่ไปเลยต่อไปจะเป็นหมาตัวหนึ่งเท่านั้น5555,1
ยุบไม่ยุบ มันก็ใกล้หมดครบเทอมอยู่แล้วไม่ใช้หรอ,0
ถ้าเขาอยากจะอยู่ต่ออีก 10 ปี ใครจะทำไม พวกคุณคิดว่า จะได้เลือกตั้งหรอ?,0
พรรคพี้อย่าสะตอเบอรี่เลย ไม่เอาลุงแต่ขานชื่อลุงเสียงดังฟังชัด รอบนี้ก็เช่นกันมีวันนี้เพราะลุง ลุง แล้วก็ลุงจัดให้,0
สุ้เพื่อให้มีชัยปากาเก่ญอเชิดชูความยุติธรรม,0
นักวิชาการส่วนใหญ่ไม่เคยหิว ไม่เคยลำบาก อย่างน้อยเงินเดือนครึ่งแสน เงินประจำตำแหน่งครึ่งแสน ยังอื่นอีกมาก จึงไม่รู้ว่าแปดปีที่ผ่านมาประชาชนน้ำตาล่วง บ้านแตกสาแหรกขาด ฆ่าตัวตาย ไร้บ้านขาดงาน ทุกข์ยากขนาดนี้ยังจะมาวิเคราะห์อะไรกัน  ที่ผ่านมามีพรรคเดียวเท่านั้นที่ทำได้ตามประกาศนโยบาย,0
ขอให้ประชาชนคนไทยเลือเพื่อไทยแลนด์ไสลด์ค่ะ เราต้องการ การเปลี่ยนแปลงและไม่ต้องการ ส . ว และนายกที่มาจาก ส.ว เลือกมาค่ะ,0
งานนี้แก้ปัญหาเฉพาะหน้า.. อย่างไรก็ให้เพื่อไทยชนะขาดลอยสูงสุดไปก่อน  สำหรับก้าวไกล ยังมีโอกาสในสมัยหน้า.. เพราะ รัฐธรรมนูญมันมีปัญหา มันเอา สว.250 มาขวางกั้นไว้  ต้องชนะเกิน 375 ยิ่งดีในจำนวน ส.ส.500 คน ประชาชนจะได้เหยียบหน้า สว. งี่เง่า..ไร้ความคิดเป็นของตัวเองเหล่านั้น,0
คนไทยอยากหนีจากฝันร้ายจากแปดปีที่ผ่านมา  ถือว่าเป็นฝันร้าย,0
อ.สุรนันทร์พูดเข้าใจง่ายรู้เรื่องเข้าใจความรู้สึกคนในยุคนี้ เพื่อไทย,0
ประชาธิปไตย  เพื่อไทย ก้าวไกล ต้องช่วยกันนะคะ ไม่อย่างนั้นเราจะได้นายกคนเดิมกลับมา,0
ประชาชนสนใจพรรดเพื่อไทย100%ครับเพราะว่าเข็ดแล้วพวกพูดแล้วทำไม่ได้,0
ต่างก็คุมเชิงกัน ก็อยู่กันไปแบบยักแย่ยักยันแบบนี้ต่อไป เมื่อต่างฝ่ายต่างใจแคบ น่าเศร้านะครับ,0
ขอบคุณล่วงหน้าชาวอีสานทุกคนนะจ๊ะ เพื่อไทยเท่านั้นเพื่อไทยเท่านั้น อนาคตเราเปลี่ยน,0
ปี48เพื่อไทยได้19ล้านเสียงกว่าๆยังได้377เลยภาคใต้คนยังไม่ชอบเหมือนปี66เลย  ปีนี้ภาคใต้เพื่อไทยได้  สส.บัญชีรายชื่อจะมากแน่นอนเพราะนโยบายช่วยนักศึกษาคือเงินดิจิตอล  อายุ16ขึ้นไปได้6เดือนคนเฮกันสนั่น  เขาเลือกเพื่อไทยเพื่อตัวเขาเองมิใช่เพื่อตู้   อ  ธนพรกะล่อนไปฟังโพธรักษ์ มาถึงพูดขณะนี้,0
"เอาง่ายๆผมเลือกตั้งมา5-6ครั้งเปลี่ยนไปตามบริบท และ ครังนี้ผมจะกา ""เพื่อไทย""100%",0
"อาจารย์เหล่านี้รับประกันเลยไม่แม่น แต่ถ้าอาจารย์ทางฝั่งดำเนินรายการ voice ,นั่นแหละของจริงแม่นจริงไรจริงแม่นชัวร์ เพราะเป็นฝั่งประชาธิปไตยและที่ผ่านมาพิสูจน์ผลออกมาแล้วหลายๆเรื่อง",0
จะอย่าไรใหญ่โตแค่ไหนมียศพลเอกนำหน้า กะเสียณแก่แล้ว ถัาเป็นคนพูดปากกับใจไม่ตรงกัน เย่อหยิ่ง จองหอง ใจแคบ ดีแต่พูดรู้ทุกเรื่อง ทำงานผิดพลาดไม่เคยรับผิด,0
ชอบอะไรเลย ใครมีพฤติกรรมอย่างนี้ ทำนายคาดเดาว่าคนนิยมน้อยลง ไม่ยอมรับ หากได้ไปต่อบ้านเมืองจะมีความขัดแย้งมากขึ้นกว่าเดิม ใครจะลอกขั้ว ผกด. หรือเลือก,0
ขั้วฝ่าย ปชต. เป็นสิทธิชองปงวชนชาวไทย จะชอบแบบไหน เลือกเอาตามสบาย เป็นเสรีภาพของท่าน,0
ไชโยๆๆๆๆๆหลุดพ้นเวรกรรมสักที   ประชาธิปไตย จงเจริญ,0
ธนพรมั่นใจ100% ควรจะยอมรับว่ารอบนี้ธนพรหน้าแตก 100%เหมือนกัน,0
ผมดูจากสีหน้าผู้วิเคาะห์ผมก็รู้แล้วว่าลุงตู่แลนด์สไลด์แน่นอน  บางครั้งคนที่รักกันแต่ก็ไม่ได้แต่งงานกัน  ขึ้นอยู่กับเนื้องานและความเหมาะสมเลือกลุงตู่ขับเคลื่อนนโยบายได้เลย  ฝากไว้ให้คิด  ให้โอกาสลุงตู่อีก 10 ปีมีความเสี่ยงน้อยสุดในบรรดาแคนดิเดตนายก,0
เพื่อไทยค่ะเท่านั้นตอนนี้ไม่แรงแล้วค่ะสู้เพื่อไทยไม่ได้หรอก,0
คนไทยมีหัวใจ เสรี  ครั้งนี้จะเป็น สิ่งที่คนไทยส่วนใหญ่แสดงออก,0
ใม่เชื่ออ ธนพรวิเคราะห์  ครังนี้ซิเคราะผิดเพี่ยนแน้10000%ครับ,0
ขอให้เพื่อไทยแลนด์ไสลด์ ค่ะ  เราต้องการการเปลี่ยนแปลงค่ะ,0
อย่าไปเชื่อมาก.   เราไปเลือกพรรคเพื่อไทยกับก้าวไกลให้มากๆ.   คนไม่เอาแล้วชุดตู่.   มีแต่รอวันเผาอย่างเดียว.   ประชาชนไม่ได้กินหญ้านะจะบอกให้.    คนเค้าตาสว่างกันทั่วบ้านทั่วเมือง,0
ขอให้ พท ชนะแบบขาดลอยสุดๆๆๆไปเลยมันจะอ้างอะไรอีกหรือหาเรื่องอะไรเขาอีก,0
สิ่งที่น่ากลัวคือการนับคะแนนของกกต.ต่างหาก,0
ไหนบอกสมศักดิไม่ย้าย วิเคราะหฺซะยังกับเป็นพยาธิในท้องสมศักดิ์ หน้าแหกไปดิ ไม่มีราคาว่ะ เอามาทำไม ธนพร,1
ไม่มีใครหรือพรรคไหนดีครบพร้อมสมบูรณ์แบบ 100% หรอกค่ะ แต่ขอให้เข้ามามีความจริงใจกับพี่น้องประชาชนและประเทศชาติมากกว่า ทำให้ประชาชนและประเทศ,0
ชาติมีชีวิตอยู่ดีมีสุข ความเจริญรุ่งเรือง ทั้งทางด้านเศรษฐกิจ ลดความเลื่อมล้ำ ให้อยู่ดีมีสุขกันกระจาย ทั่วประเทศ.!ไม่ใช่รวยแบบกระจุกบน แต่จนกระจายที่พื้นฐานล่าง,0
ค่ะ .ชาวบ้านตาดำลำบากยากเข็น คอรัปชั่น ทุจริต ทุกสี อย่างที่เป็นข่าวเน่าเฟะฟะ,0
62เพื่อไทยได้คะแนนเยอะสุดนะครับส่วนตัวมองว่าตู่ป้อมไม่อยู่ในสมการของการเลือกตั้งครั้งนี้ครับส่วนตัวมองว่าเป็นการแข่งขันของ ก้าวไกลกับเพื่อไทย เพราะประชาชนส่วนใหญ่ตาสว่างแล้ว,0
ตามไปให้ส.สและเขตเพื่อไทย,0
8ปีกับความยากลำบากของประชาชนจากการบริหารของประยุทธ ผมมันใจในประชาชนยุค5Gประชาชนกลัวประยุทธแน่นอน เพราะฉะนั้น อจ.ชัชชาติ โมเดลทั่วประเทศ เพื่อไทยแลนด์สไลน์แน่นอน299+,0
จะแบ่งเขตแบบไหนพ.ท.เหมือนเดิม,0
ถ้าอ.ธนพรวิเคราะห์ผิดต้องเลิกทำโพ,0
อาจารย์ครับไปปุกป่าช้าผีก็ลุกไม่ขึ้นหลอกครับความแค้นใจของประชาชนที่ถูกประยุทธทำไว้เลือกตั่งนี้พวกมันจะตายหมู่ครับ,0
ยังไงเลือกเพื่อไทย2ใบยกครอบครัว,0
อ.สุรนันท์ คุยสนุกดี เข้าใจง่าย ไม่ทันตอนเป็นโฆษกไทยรักไทย,0
สรุปง่ายๆเพื่อไทยน้อยสุด310มันน้อยไปค่ะ,0
อ.สุรนนท์พูดบ่ฟังได้แต่อ.ธนพรพูดรับไม่ได่เลยึ่ะ,0
อาจารย์บางคนแรกๆๆกิดียูแต่เดียวนี้หมาไม,0
ผมจะบอกให้นะครับ6ล้านก้าวไกลอยู่ครบไม่มีแตก..นเวโหวตเตอรอีกสี่ล้านเค้าถูมือรอกาให้ก้าวไกลทั้งหมด..10ล้านเสียงมีแต่เกิน..ยิ่แก้ให้พวกเค้ารู้สึกว่าถูกสุทหัวเอา,0
เปรียบพวกเด็กก็จะยิ่งเหนียวแน่น..ครั้งที่แล้วโดนเด็กเมื่อวานซืนคว่ำไปกี่คน..ครั้งนี้จะยิ่งหนักกว่าเก่า..จะไม่มีพรรคไหนได้เสียงมากกว่าเดิม..ไม่เชื่อคอยดู,0
อ.ธนพร พูด เอียนเอียงมากเกินไป แต่ก่อนชอบท่าน ทุกวันนี้เริ่มไม่น่าเชื่อถือ,0
จะทำให้ข้อมูล Valid จะต้องนำข้อมูล สว. มาหาค่าสภาวะความเป็นไปได้ตามความเป็นจริงว่าจิตใจแปรเปลี่ยนไปอย่างไรบ้าง ผมเห็นว่ากลุ่มสว. 250 เสียงเหลือเวลาเสวยอำนาจได้ไม่เกิน ปีเศษ จึงต้องคิดอาณาคตจะกลับเข้ามาได้อีกต้องวางยาขนานใด,0
เขาตัดสันใจมานานแล้วรอแต่จะเอาปลายปากกาจิ้มลงใสกระดาษเท่านั้น,0
เลือกเพื่อไทยแลนด์สไลด์ไปทั่วประเทศ,0
ตอนนี้เป็นนักวิชาการหลังเลือกตั้งจะเป็นนักไม่ได้การ.นะพร,0
ไม่ชอบเลยที่มีบัตรเขย่ง.และมีกฎหมายอภินิหารและให้เืลือก.กกต.ไปด้วยถึงจะดี,0
ครอบครัวผมไม่เลือกฝ่ายรัฐบาลครั้งที่แล้วแน่นอนเราคิดดีแล้ว..เพื่ออนาคตชาติไทยปี66นี้ต้องเลือก เพื่อไทย ทั้งครอบครัวเท่านั้นชาติไทยจะรอดครับ,0
พูดอะไรไว้ช่วยออกมารับผิดชอบด้วยนะอาจารย์ธนพรเคยพูดไว้ว่าสมศักดิ์ไม่ย้ายพรรค,0
ผมค่อนข้างเชื่อนิด้าโพลว่ะ อาจารย์ม.เกษตรเนี่ยวิเคราะห์ไม่ตรงหลายครั้งแล้วรวมถึงบอกว่าคุณสมศักดิ์ไม่ย้ายพรรคแน่นอนไงล่ะ,1
ประเทศมีปัญหาประชาชนลำบากยากจนต้องเพื่อไทยเท่านั้นถึงจะแก้ปัญหาได้ถ้าไม่เลือกเพื่อไทยก็ลำบากต่อไป,0
ใครเอาพวกอยู่ต่อต้องไปเช็คประสาทเช็คสมองว่าปกติอยู่รึป่าว รู้จักผิดชอบชั่วดีมั๊ย นึกถึงอนาคตของลูกหลานว่าจะอยู่จะกินกันยังไงไม่ใช่เอาแค่เศษเงินเล็กๆน้อยๆแล้วประเทศชาติเสียหายเป็นหนี้บานเบอะท่วมหัว,0
ครังนันมันบัตรใบเดวแต่ปีนี้มันบัตรสองใบกูจะบอกให้เพื่อไทยทั้งแผนดิน,1
อจ.ธนพร สมศักย้ายไปพท.ว่ายังไงคะเหนมั่นใจว่าไม่ย้าย,0
เบอร์พรรคกับเบอรผู้สมัคใช้เบอรเดียวเพื่อไทยเกิน310แน่นอน,0
อยู่ต่อเพื่ออะไร เท่าพังยังไม่พออีกหรือ,0
คือไม่ละไม่รู้ไม่รู้จะรู้ได้ยังไง,0
รอวันลงคะแนนเสียงเลือกตั้งดีกว่าไหม ประชาชนเป็นผู้ตัดสินในคูหาเลือกตั้ง,0
พรมั่ว ใหนบอก3มิตรไม่ย้าย เลือกตั้งกทม.มั่วมาทีนึงแล้ว หน้าแตกยังไม่พอเหรอ?,0
แทบจำไม่ได้ คุณสุรนันทน์ ไม่เหลือเค้าเดิมเลย อ้วนจัง 555,0
ไปดีน่ะไอ้ตู่หวังว่าเราจะไม่เจอกันอีกในชาตินี้นะไอ้นรก,1
ประชาชน!!! เราจะให้ใครมาบริหารประเทศพวกเราดีโปรดคิดๆๆๆ ดีๆๆนะ ประเทศอยู่ในมือพวกเราแล้ว,0
อาจารย์ ธนพร เชียลุงอยู่นะมองออก ที่ออกมานี้ ออกมาบอกลุงต่างหาก,0
จัมได้บ่500 กับ100 แล้วกับมาเอา100 แล้วจำได้บ่พาสีหมาพาสีแมวคิดสักหน่อยนะคับ,0
ส่วนมากไอ้พวกที่วิจารณ์จะรู้ดีไปทุกอย่าง,0
คนพวกนี้เชื้อยาก.หมอดู.คู่.หมอเดา.คนนั่งร้านกาแฟทุกวันหน้าเชื้อกว่า,0
ให้ลุงตู่ได้ ส.ส ถึง25คนก่อนนะจารค่อยมาลุ้นเป็นนายกละกัน,0
ถ่าจิงใจรับเลือกตั่งคะแนนผลออกมาจะได้รุ้ว่าใครได้.แน่จิงเอา.สว.ออกแร่วมาเลือกตั่งกันไหม่ถึงจะแฟๆๆๆ,0
ข้อมูลมีจิตใจส่วนตัวเจือปนมากไหม๊หนอหน้าตาคล้ายจตุพรมากๆๆๆๆ,0
เลือดเพื่อไทย จะได้ทุกอย่าง ประเทศเจริญ สยามเมืองยิ้ม อยู่เย็นเป็นสุข ไม่มียาเสพติด นะจ๊ะ ประชาชนทุกๆ ท่าน,0
8ปีหนี้สินเพิมพูนขอให้พ่อแม่พี่น้องเลื่ิกอย่างฉลาด,0
ท่านอาจารย์ทั้ง 3ท่านช่วยพูดแสดงความคิดเห็นหน่อยครับผู้สมัครพรรคไหนได้เบอร์อะไรเขตก็ต้องมีเบอร์เดียวกันครับผู้สมัครพรรคนี้เบอร์นี้แต่เบอร์พักไม่ตรงกันครับสร้างความสับสนให้กับประชาชนครับ,0
อนาคตใหม่ทำคนทึ่งมาแล้ว เพื่อไทยคือคำตอบ ถ้าอยากออกนอกมะพร้าว,0
จารไม่วิเคราะตามความเป็นจริงบ้างล่ะเอาแต่วิชาการไม่น่าจะใช่ละ,0
จาน..ถ้าเพื่อไทยแลนด์สไลด์จานจะหยุดทานข้าวกี่วันครับ,0
เพื่อไทยมาแน่นอนครับ แต่ต้องมาแก้ปัญหาด้วยทีมงานที่มีคุณภาพ พวก สส. ที่มาเกาะกระแสต่อไปหากไม่มีผลงานหรือทำงานไม่เข้าตาไม่ยึดโยงประชาชนจริง เข้ามา,0
เพื่อต่อรองผลประโยชน์ทำให้ทีมเสียหายก็ต้องขับออกไป แล้วจัดแถลงข่าวให้ชัดเจนแบบไม่ต้องไว้หน้า แม้จะมีตำแหน่งในคณะรัฐบาล พูดง่ายๆ ต้องตรวจสอบและ,0
สแกนคนในก่อน และอื่นๆ อีกมากมายที่ต้องทำ ถ้าเพื่อไทยยังคงรักษามาตรฐานดีไว้ได้ ประชาชนยังพอเข้าใจ ในการแก้ปัญหาบางอย่าง แต่ถ้าไม่เด็ดขาดในการจัดการ,0
กับทีมงานที่ไร้คุณภาพ ก็มีสิทธิค่อยๆ เสื่อมและสูญพันธ์ุในที่สุด เหมือนบางพรรคที่เห็นๆกันอยู่ ส่วนก้าวไกลถ้ารักษามาตรฐานและอุดมการณ์ไว้ได้ อย่างนักแน่น รับรอง,0
ยิ่งใหญ่แน่นอนช่วงนี้ก้าวไกลต้องรอเวลาอีกนิดครับ เวลาเท่านั้นที่จะทำให้คนได้เห็นอะไรที่ชัดเจนขึ้น รัฐบาลมีวาระแค่ 4 ปี ใครก็ตามเข้ามาบริหารก็จัดให้เต็มที่ไปเลย,0
ไม่ต้องกั๊ก ผลงานประจักษ์ก็อาจอยู่ต่อได้ ผลงานย่ำแย่ก็ร่วงแน่นอน ประชาชนจะเป็นผู้คัดสรรเองครับ (ไม่ต้องใจร้อนทำรัฐประหารไม่จำเป็นมันหมดยุกต์แล้ว ถอยหลังลงคลอง ทำให้ประเทศชาติและประชาชนส่วนใหญ่เสียโอกาส),0
เป็นกำลังใจให้นะเพื่อไทย ชาวอีสาน กุ้งอย่างเดียวแรงสไลด์,0
งั้นนักการเมืองคนไหนที่พูดว่า '' ประชาชนเป็นเจ้าของประเทศ ''  หมายความว่า โกหกทั้งเพสินะครับ พวกเราคงทำได้แค่เดินเข้าไปพร้อมกับข้อมูลที่นักการเมือง และนักวิชาการพูดใส่หูพวกเรา ก่อนจะมีการเลือกตั้งไม่กี่เดือน พอเลือกตั้งจบก็หมดหน้าที่ประชาชน วนลูปอยู่แบบนี้ใช่มั้ยครับ,0
เขาดูถูกคนอีสานคนเหนือว่าเราโง่..พวกเราช่วยกันเลือกพรรคเพื่อไทยเข้ามาเย๊อะๆให้มันรู้กันไปเลยว่าใครโง่ใครฉลาดกว่ากัน,0
าผัวทำตัวเป็นภาระขนาดจนต้องหาเลี้ยงผัว เอามาทำขี้เกลืออะไรล่ะ เลิกกกจ่ะ ไม่ให้เกียรติ แถมทำไรไม่เกรงใจ อย่าเอามาทำแนว ทำพันธุ์เลยอีดอก,1
ทุกองกรของกูหมด ไม่เลื่อกกูกูก็ชนะ,1
ท่าน ธนพร พูดฟังๆแล้ว เหมือนดูถูกประชาชน  แล้วจะรู้สึกว่าตัวเองออกมาพูดเพื่ออะไร,0
กูไม่เชื่อใครทั้งนั้นหละ วิเคราะห์ วิจารณ์กันไปพวกอนาจาร พวกนักวิชาเกินทั้งหลาย นักวิจารณ์วิจารณ์ตัวเองมั้งนะ,1
ถ้าไอ่ตูบอยู่ต่ออีกสมัยจะลาจากงานประจำไปเลี้ยงควายดีกว่า,1
โพลสลิ่มตอแหลมากกว่าไปไหนประชาชนเค้าด่ามันทั้งประเทศแล้วผลโพลมามาสำรวจแบบนี้มันโกหกทดเท็จชักอวยๆๆไอ้ตู่แบบไม่เห็นหัวประชาขน,1
ไอ้ดอกเตอรธนมรึงอย่าลืมย้อนมาดูคลิปนี้นะที่มรึงทำโพบนี้กูรอวันเลือกตั้งมือมันสั่นละอยากเบือกตั้งละ,1
เอาไอ้ตู่ควายโง่มาปล้นชาติปูทางให้พวกมิจฉาชีพให้พวกธุระกิจมืดธุระกิจตำรวจมาเฟียหากินกับยาเสพติดซะงั้น,1
ใครคิดเอาตู่ต่อก็ควายถ้าคิดไม่ได้8ปีที่ผ่านมาจะแบ่งเขตอย่างไงใครเาต่อตู่ก็ควาย,1
บื่อจังไอ้พวกหมอเดาประชาชนเขาตัดสินเองคุณ ใครก็ทำได้ถ้าคาดเดาอย่างพวกคุณ อย่าเป็นเทวดาตาทิพย์เลย เบื่อหวะ,1
เอาด็อกเตอร์มาเลียไอ้ตุบกลางรายการเลยนะพวกมึงสลิ่มเอ้ยน่าสมเพสพวกมึงจริงๆ,1
